itemset support
"DIPL_15_Z ==> COUPLE_2 CS1_8 NA38_ZZ" " 242023 #CONF: 1.0"
"CS1_8 DIPL_15_Z SANI_2 ==> COUPLE_2" " 232308 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z SANI_2 ==> CS1_8" " 232308 #CONF: 1.0"
"COUPLE_2 CS1_8 DIPL_15_Z ==> SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z SANI_2 ==> COUPLE_2 CS1_8" " 232308 #CONF: 1.0"
"CS1_8 DIPL_15_Z ==> COUPLE_2 SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 DIPL_15_Z ==> CS1_8 SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z ==> COUPLE_2 CS1_8 SANI_2" " 232308 #CONF: 0.9598591869367787"
"CS1_8 DIPL_15_Z TACT_23 ==> COUPLE_2" " 242023 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z TACT_23 ==> CS1_8" " 242023 #CONF: 1.0"
"COUPLE_2 CS1_8 TACT_23 ==> DIPL_15_Z" " 242023 #CONF: 1.0"
"COUPLE_2 CS1_8 DIPL_15_Z ==> TACT_23" " 242023 #CONF: 1.0"
"DIPL_15_Z TACT_23 ==> COUPLE_2 CS1_8" " 242023 #CONF: 1.0"
"CS1_8 TACT_23 ==> COUPLE_2 DIPL_15_Z" " 242023 #CONF: 1.0"
"CS1_8 DIPL_15_Z ==> COUPLE_2 TACT_23" " 242023 #CONF: 1.0"
"COUPLE_2 TACT_23 ==> CS1_8 DIPL_15_Z" " 242023 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z ==> CS1_8 TACT_23" " 242023 #CONF: 1.0"
"TACT_23 ==> COUPLE_2 CS1_8 DIPL_15_Z" " 242023 #CONF: 1.0"
"DIPL_15_Z ==> COUPLE_2 CS1_8 TACT_23" " 242023 #CONF: 1.0"
"CS1_8 GARL_1 INAT_11 ==> COUPLE_2" " 235529 #CONF: 0.8861336222789077"
"COUPLE_2 CS1_8 GARL_1 ==> INAT_11" " 235529 #CONF: 0.9392681390025442"
"CS1_8 GARL_1 NA38_ZZ ==> COUPLE_2" " 250758 #CONF: 0.859678834919503"
"COUPLE_2 CS1_8 GARL_1 ==> NA38_ZZ" " 250758 #CONF: 1.0"
"CS1_8 GARL_1 ==> COUPLE_2 NA38_ZZ" " 250758 #CONF: 0.859678834919503"
"CS1_8 GARL_1 SANI_2 ==> COUPLE_2" " 244772 #CONF: 0.8608002700858789"
"COUPLE_2 CS1_8 GARL_1 ==> SANI_2" " 244772 #CONF: 0.976128378755613"
"CS1_8 INAT_11 MODV_11 ==> COUPLE_2" " 240367 #CONF: 0.9993015569459746"
"COUPLE_2 INAT_11 MODV_11 ==> CS1_8" " 240367 #CONF: 0.8642253622406788"
"COUPLE_2 CS1_8 MODV_11 ==> INAT_11" " 240367 #CONF: 0.9202130103212766"
"INAT_11 MODV_11 ==> COUPLE_2 CS1_8" " 240367 #CONF: 0.8628851027778376"
"CS1_8 MODV_11 ==> COUPLE_2 INAT_11" " 240367 #CONF: 0.9194948969442872"
"CS1_8 INAT_11 NA38_ZZ ==> COUPLE_2" " 371258 #CONF: 0.8885596668421808"
"COUPLE_2 CS1_8 NA38_ZZ ==> INAT_11" " 371258 #CONF: 0.8983881388702695"
"COUPLE_2 CS1_8 INAT_11 ==> NA38_ZZ" " 371258 #CONF: 1.0"
"CS1_8 INAT_11 ==> COUPLE_2 NA38_ZZ" " 371258 #CONF: 0.8885596668421808"
"COUPLE_2 CS1_8 ==> INAT_11 NA38_ZZ" " 371258 #CONF: 0.8983881388702695"
"CS1_8 INAT_11 SANI_2 ==> COUPLE_2" " 350996 #CONF: 0.8888314898099753"
"COUPLE_2 CS1_8 SANI_2 ==> INAT_11" " 350996 #CONF: 0.9051911109735686"
"COUPLE_2 CS1_8 INAT_11 ==> SANI_2" " 350996 #CONF: 0.9454233982836734"
"CS1_8 INAT_11 TACT_23 ==> COUPLE_2" " 222620 #CONF: 1.0"
"COUPLE_2 INAT_11 TACT_23 ==> CS1_8" " 222620 #CONF: 1.0"
"COUPLE_2 CS1_8 TACT_23 ==> INAT_11" " 222620 #CONF: 0.9198299335187151"
"INAT_11 TACT_23 ==> COUPLE_2 CS1_8" " 222620 #CONF: 1.0"
"CS1_8 TACT_23 ==> COUPLE_2 INAT_11" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 TACT_23 ==> CS1_8 INAT_11" " 222620 #CONF: 0.9198299335187151"
"TACT_23 ==> COUPLE_2 CS1_8 INAT_11" " 222620 #CONF: 0.9198299335187151"
"CS1_8 MODV_11 NA38_ZZ ==> COUPLE_2" " 261208 #CONF: 0.9992196226646061"
"COUPLE_2 MODV_11 NA38_ZZ ==> CS1_8" " 261208 #CONF: 0.962329561991357"
"COUPLE_2 CS1_8 MODV_11 ==> NA38_ZZ" " 261208 #CONF: 1.0"
"MODV_11 NA38_ZZ ==> COUPLE_2 CS1_8" " 261208 #CONF: 0.9614723474740039"
"CS1_8 MODV_11 ==> COUPLE_2 NA38_ZZ" " 261208 #CONF: 0.9992196226646061"
"COUPLE_2 MODV_11 ==> CS1_8 NA38_ZZ" " 261208 #CONF: 0.8648641489692804"
"MODV_11 ==> COUPLE_2 CS1_8 NA38_ZZ" " 261208 #CONF: 0.8634489962547559"
"CS1_8 MODV_11 SANI_2 ==> COUPLE_2" " 253267 #CONF: 0.9992385386254241"
"COUPLE_2 MODV_11 SANI_2 ==> CS1_8" " 253267 #CONF: 0.8648204742961534"
"COUPLE_2 CS1_8 MODV_11 ==> SANI_2" " 253267 #CONF: 0.969598940308107"
"MODV_11 SANI_2 ==> COUPLE_2 CS1_8" " 253267 #CONF: 0.8634553624394002"
"CS1_8 MODV_11 ==> COUPLE_2 SANI_2" " 253267 #CONF: 0.9688422872706686"
"CS1_8 NA38_ZZ SANI_2 ==> COUPLE_2" " 387759 #CONF: 0.8568312893602916"
"COUPLE_2 CS1_8 SANI_2 ==> NA38_ZZ" " 387759 #CONF: 1.0"
"COUPLE_2 CS1_8 NA38_ZZ ==> SANI_2" " 387759 #CONF: 0.9383180600558018"
"CS1_8 SANI_2 ==> COUPLE_2 NA38_ZZ" " 387759 #CONF: 0.8568312893602916"
"COUPLE_2 CS1_8 ==> NA38_ZZ SANI_2" " 387759 #CONF: 0.9383180600558018"
"CS1_8 NA38_ZZ TACT_23 ==> COUPLE_2" " 242023 #CONF: 1.0"
"COUPLE_2 NA38_ZZ TACT_23 ==> CS1_8" " 242023 #CONF: 1.0"
"COUPLE_2 CS1_8 TACT_23 ==> NA38_ZZ" " 242023 #CONF: 1.0"
"NA38_ZZ TACT_23 ==> COUPLE_2 CS1_8" " 242023 #CONF: 1.0"
"CS1_8 TACT_23 ==> COUPLE_2 NA38_ZZ" " 242023 #CONF: 1.0"
"COUPLE_2 TACT_23 ==> CS1_8 NA38_ZZ" " 242023 #CONF: 1.0"
"TACT_23 ==> COUPLE_2 CS1_8 NA38_ZZ" " 242023 #CONF: 1.0"
"CS1_8 SANI_2 TACT_23 ==> COUPLE_2" " 232308 #CONF: 1.0"
"COUPLE_2 SANI_2 TACT_23 ==> CS1_8" " 232308 #CONF: 1.0"
"COUPLE_2 CS1_8 TACT_23 ==> SANI_2" " 232308 #CONF: 0.9598591869367787"
"SANI_2 TACT_23 ==> COUPLE_2 CS1_8" " 232308 #CONF: 1.0"
"CS1_8 TACT_23 ==> COUPLE_2 SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 TACT_23 ==> CS1_8 SANI_2" " 232308 #CONF: 0.9598591869367787"
"TACT_23 ==> COUPLE_2 CS1_8 SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z INAT_11 NA38_ZZ ==> COUPLE_2" " 222620 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z NA38_ZZ ==> INAT_11" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 DIPL_15_Z INAT_11 ==> NA38_ZZ" " 222620 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ ==> COUPLE_2 INAT_11" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z INAT_11 ==> COUPLE_2 NA38_ZZ" " 222620 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z ==> INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z ==> COUPLE_2 INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z INAT_11 TACT_23 ==> COUPLE_2" " 222620 #CONF: 1.0"
"COUPLE_2 INAT_11 TACT_23 ==> DIPL_15_Z" " 222620 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z TACT_23 ==> INAT_11" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 DIPL_15_Z INAT_11 ==> TACT_23" " 222620 #CONF: 1.0"
"INAT_11 TACT_23 ==> COUPLE_2 DIPL_15_Z" " 222620 #CONF: 1.0"
"DIPL_15_Z TACT_23 ==> COUPLE_2 INAT_11" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z INAT_11 ==> COUPLE_2 TACT_23" " 222620 #CONF: 1.0"
"COUPLE_2 TACT_23 ==> DIPL_15_Z INAT_11" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 DIPL_15_Z ==> INAT_11 TACT_23" " 222620 #CONF: 0.9198299335187151"
"TACT_23 ==> COUPLE_2 DIPL_15_Z INAT_11" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z ==> COUPLE_2 INAT_11 TACT_23" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z NA38_ZZ SANI_2 ==> COUPLE_2" " 232308 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z SANI_2 ==> NA38_ZZ" " 232308 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z NA38_ZZ ==> SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z SANI_2 ==> COUPLE_2 NA38_ZZ" " 232308 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ ==> COUPLE_2 SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 DIPL_15_Z ==> NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z ==> COUPLE_2 NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z NA38_ZZ TACT_23 ==> COUPLE_2" " 242023 #CONF: 1.0"
"COUPLE_2 NA38_ZZ TACT_23 ==> DIPL_15_Z" " 242023 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z TACT_23 ==> NA38_ZZ" " 242023 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z NA38_ZZ ==> TACT_23" " 242023 #CONF: 1.0"
"NA38_ZZ TACT_23 ==> COUPLE_2 DIPL_15_Z" " 242023 #CONF: 1.0"
"DIPL_15_Z TACT_23 ==> COUPLE_2 NA38_ZZ" " 242023 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ ==> COUPLE_2 TACT_23" " 242023 #CONF: 1.0"
"COUPLE_2 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 242023 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z ==> NA38_ZZ TACT_23" " 242023 #CONF: 1.0"
"TACT_23 ==> COUPLE_2 DIPL_15_Z NA38_ZZ" " 242023 #CONF: 1.0"
"DIPL_15_Z ==> COUPLE_2 NA38_ZZ TACT_23" " 242023 #CONF: 1.0"
"DIPL_15_Z SANI_2 TACT_23 ==> COUPLE_2" " 232308 #CONF: 1.0"
"COUPLE_2 SANI_2 TACT_23 ==> DIPL_15_Z" " 232308 #CONF: 1.0"
"COUPLE_2 DIPL_15_Z TACT_23 ==> SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 DIPL_15_Z SANI_2 ==> TACT_23" " 232308 #CONF: 1.0"
"SANI_2 TACT_23 ==> COUPLE_2 DIPL_15_Z" " 232308 #CONF: 1.0"
"DIPL_15_Z TACT_23 ==> COUPLE_2 SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z SANI_2 ==> COUPLE_2 TACT_23" " 232308 #CONF: 1.0"
"COUPLE_2 TACT_23 ==> DIPL_15_Z SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 DIPL_15_Z ==> SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"TACT_23 ==> COUPLE_2 DIPL_15_Z SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z ==> COUPLE_2 SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 GARL_1 NA38_ZZ ==> INAT_11" " 319296 #CONF: 0.9343926956674422"
"COUPLE_2 GARL_1 SANI_2 ==> INAT_11" " 418851 #CONF: 0.9361012153530514"
"COUPLE_2 GARL_1 INAT_11 ==> SANI_2" " 418851 #CONF: 0.9771466964658565"
"COUPLE_2 GARL_1 ==> INAT_11 SANI_2" " 418851 #CONF: 0.9121677243445954"
"COUPLE_2 GARL_1 SEXE_2 ==> INAT_11" " 223587 #CONF: 0.9310150986450361"
"COUPLE_2 GARL_1 STOCD_10 ==> INAT_11" " 261481 #CONF: 0.9513693072873272"
"COUPLE_2 GARL_1 NA38_ZZ ==> SANI_2" " 332982 #CONF: 0.9744436152934463"
"COUPLE_2 GARL_1 SEXE_2 ==> SANI_2" " 234440 #CONF: 0.9762069338840911"
"COUPLE_2 GARL_1 STOCD_10 ==> SANI_2" " 269193 #CONF: 0.979428554795941"
"COUPLE_2 GARL_2 SANI_2 ==> INAT_11" " 239245 #CONF: 0.8559290199094861"
"COUPLE_2 GARL_2 INAT_11 ==> SANI_2" " 239245 #CONF: 0.9559475766172534"
"INAT_11 MODV_11 NA38_ZZ ==> COUPLE_2" " 249586 #CONF: 0.999199314613309"
"COUPLE_2 MODV_11 NA38_ZZ ==> INAT_11" " 249586 #CONF: 0.9195123658508729"
"COUPLE_2 INAT_11 MODV_11 ==> NA38_ZZ" " 249586 #CONF: 0.8973717326430086"
"MODV_11 NA38_ZZ ==> COUPLE_2 INAT_11" " 249586 #CONF: 0.9186932916168216"
"INAT_11 MODV_11 ==> COUPLE_2 NA38_ZZ" " 249586 #CONF: 0.8959800690690044"
"INAT_11 MODV_11 SANI_2 ==> COUPLE_2" " 270879 #CONF: 0.9984886965560712"
"COUPLE_2 MODV_11 SANI_2 ==> INAT_11" " 270879 #CONF: 0.9249594509228116"
"COUPLE_2 INAT_11 MODV_11 ==> SANI_2" " 270879 #CONF: 0.973929457447956"
"MODV_11 SANI_2 ==> COUPLE_2 INAT_11" " 270879 #CONF: 0.9234994101964421"
"INAT_11 MODV_11 ==> COUPLE_2 SANI_2" " 270879 #CONF: 0.9724190664914812"
"COUPLE_2 MODV_11 ==> INAT_11 SANI_2" " 270879 #CONF: 0.8968849951328048"
"MODV_11 ==> COUPLE_2 INAT_11 SANI_2" " 270879 #CONF: 0.8954174476145143"
"COUPLE_2 NA38_ZZ SANI_2 ==> INAT_11" " 489752 #CONF: 0.9032331835174219"
"COUPLE_2 INAT_11 NA38_ZZ ==> SANI_2" " 489752 #CONF: 0.9328947142848979"
"COUPLE_2 NA38_ZZ SEXE_1 ==> INAT_11" " 239747 #CONF: 0.8987030025864977"
"COUPLE_2 NA38_ZZ SEXE_2 ==> INAT_11" " 285234 #CONF: 0.8970581760313996"
"COUPLE_2 NA38_ZZ STOCD_10 ==> INAT_11" " 249486 #CONF: 0.9488216077248681"
"INAT_11 NA38_ZZ TACT_23 ==> COUPLE_2" " 222620 #CONF: 1.0"
"COUPLE_2 NA38_ZZ TACT_23 ==> INAT_11" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 INAT_11 TACT_23 ==> NA38_ZZ" " 222620 #CONF: 1.0"
"NA38_ZZ TACT_23 ==> COUPLE_2 INAT_11" " 222620 #CONF: 0.9198299335187151"
"INAT_11 TACT_23 ==> COUPLE_2 NA38_ZZ" " 222620 #CONF: 1.0"
"COUPLE_2 TACT_23 ==> INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"TACT_23 ==> COUPLE_2 INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"COUPLE_2 SANI_2 SEXE_1 ==> INAT_11" " 308282 #CONF: 0.907980266548855"
"COUPLE_2 INAT_11 SEXE_1 ==> SANI_2" " 308282 #CONF: 0.9339359990790362"
"COUPLE_2 SANI_2 SEXE_2 ==> INAT_11" " 349814 #CONF: 0.9029042515847943"
"COUPLE_2 INAT_11 SEXE_2 ==> SANI_2" " 349814 #CONF: 0.9408230392908339"
"COUPLE_2 SANI_2 STOCD_10 ==> INAT_11" " 316377 #CONF: 0.9486168496674803"
"COUPLE_2 INAT_11 STOCD_10 ==> SANI_2" " 316377 #CONF: 0.9761950310405687"
"COUPLE_2 STOCD_10 ==> INAT_11 SANI_2" " 316377 #CONF: 0.9246193412631148"
"MODV_11 NA38_ZZ SANI_2 ==> COUPLE_2" " 263078 #CONF: 0.9991378819240044"
"COUPLE_2 MODV_11 SANI_2 ==> NA38_ZZ" " 263078 #CONF: 0.8983216950367929"
"COUPLE_2 MODV_11 NA38_ZZ ==> SANI_2" " 263078 #CONF: 0.9692189232701993"
"MODV_11 SANI_2 ==> COUPLE_2 NA38_ZZ" " 263078 #CONF: 0.8969037017844115"
"MODV_11 NA38_ZZ ==> COUPLE_2 SANI_2" " 263078 #CONF: 0.9683555719149719"
"COUPLE_2 MODV_11 ==> NA38_ZZ SANI_2" " 263078 #CONF: 0.8710557509055632"
"MODV_11 ==> COUPLE_2 NA38_ZZ SANI_2" " 263078 #CONF: 0.8696304670481328"
"COUPLE_2 NA38_ZZ SEXE_1 ==> SANI_2" " 246947 #CONF: 0.925692544139146"
"COUPLE_2 NA38_ZZ SEXE_2 ==> SANI_2" " 295274 #CONF: 0.9286338790939912"
"COUPLE_2 NA38_ZZ STOCD_10 ==> SANI_2" " 256380 #CONF: 0.9750402178418897"
"NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2" " 232308 #CONF: 1.0"
"COUPLE_2 SANI_2 TACT_23 ==> NA38_ZZ" " 232308 #CONF: 1.0"
"COUPLE_2 NA38_ZZ TACT_23 ==> SANI_2" " 232308 #CONF: 0.9598591869367787"
"SANI_2 TACT_23 ==> COUPLE_2 NA38_ZZ" " 232308 #CONF: 1.0"
"NA38_ZZ TACT_23 ==> COUPLE_2 SANI_2" " 232308 #CONF: 0.9598591869367787"
"COUPLE_2 TACT_23 ==> NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"TACT_23 ==> COUPLE_2 NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"GARL_1 NA38_ZZ TACT_21 ==> CS1_7" " 223387 #CONF: 0.9951043717648317"
"CS1_7 GARL_1 TACT_21 ==> NA38_ZZ" " 223387 #CONF: 1.0"
"CS1_7 GARL_1 NA38_ZZ ==> TACT_21" " 223387 #CONF: 1.0"
"GARL_1 TACT_21 ==> CS1_7 NA38_ZZ" " 223387 #CONF: 0.9951043717648317"
"CS1_7 GARL_1 ==> NA38_ZZ TACT_21" " 223387 #CONF: 1.0"
"CS1_7 NA38_ZZ SANI_2 ==> INAT_11" " 262953 #CONF: 0.8979837855928093"
"CS1_7 INAT_11 SANI_2 ==> NA38_ZZ" " 262953 #CONF: 1.0"
"CS1_7 INAT_11 NA38_ZZ ==> SANI_2" " 262953 #CONF: 0.9392218424182678"
"CS1_7 SANI_2 ==> INAT_11 NA38_ZZ" " 262953 #CONF: 0.8979837855928093"
"CS1_7 INAT_11 ==> NA38_ZZ SANI_2" " 262953 #CONF: 0.9392218424182678"
"INAT_11 NA38_ZZ TACT_21 ==> CS1_7" " 279969 #CONF: 0.9947627050592838"
"CS1_7 NA38_ZZ TACT_21 ==> INAT_11" " 279969 #CONF: 0.8969197007800862"
"CS1_7 INAT_11 TACT_21 ==> NA38_ZZ" " 279969 #CONF: 1.0"
"CS1_7 INAT_11 NA38_ZZ ==> TACT_21" " 279969 #CONF: 1.0"
"NA38_ZZ TACT_21 ==> CS1_7 INAT_11" " 279969 #CONF: 0.8909428810555023"
"INAT_11 TACT_21 ==> CS1_7 NA38_ZZ" " 279969 #CONF: 0.9947627050592838"
"CS1_7 TACT_21 ==> INAT_11 NA38_ZZ" " 279969 #CONF: 0.8969197007800862"
"CS1_7 NA38_ZZ ==> INAT_11 TACT_21" " 279969 #CONF: 0.8969197007800862"
"CS1_7 INAT_11 ==> NA38_ZZ TACT_21" " 279969 #CONF: 1.0"
"TACT_21 ==> CS1_7 INAT_11 NA38_ZZ" " 279969 #CONF: 0.8909428810555023"
"CS1_7 ==> INAT_11 NA38_ZZ TACT_21" " 279969 #CONF: 0.8969197007800862"
"INAT_11 SANI_2 TACT_21 ==> CS1_7" " 262953 #CONF: 0.995340368833843"
"CS1_7 SANI_2 TACT_21 ==> INAT_11" " 262953 #CONF: 0.8979837855928093"
"CS1_7 INAT_11 TACT_21 ==> SANI_2" " 262953 #CONF: 0.9392218424182678"
"CS1_7 INAT_11 SANI_2 ==> TACT_21" " 262953 #CONF: 1.0"
"SANI_2 TACT_21 ==> CS1_7 INAT_11" " 262953 #CONF: 0.8924612575431546"
"INAT_11 TACT_21 ==> CS1_7 SANI_2" " 262953 #CONF: 0.9343028606147603"
"CS1_7 SANI_2 ==> INAT_11 TACT_21" " 262953 #CONF: 0.8979837855928093"
"CS1_7 INAT_11 ==> SANI_2 TACT_21" " 262953 #CONF: 0.9392218424182678"
"NA38_ZZ SANI_2 TACT_21 ==> CS1_7" " 292826 #CONF: 0.9938500804376896"
"CS1_7 SANI_2 TACT_21 ==> NA38_ZZ" " 292826 #CONF: 1.0"
"CS1_7 NA38_ZZ TACT_21 ==> SANI_2" " 292826 #CONF: 0.9381088917009723"
"CS1_7 NA38_ZZ SANI_2 ==> TACT_21" " 292826 #CONF: 1.0"
"SANI_2 TACT_21 ==> CS1_7 NA38_ZZ" " 292826 #CONF: 0.9938500804376896"
"NA38_ZZ TACT_21 ==> CS1_7 SANI_2" " 292826 #CONF: 0.9318575988340085"
"CS1_7 TACT_21 ==> NA38_ZZ SANI_2" " 292826 #CONF: 0.9381088917009723"
"CS1_7 SANI_2 ==> NA38_ZZ TACT_21" " 292826 #CONF: 1.0"
"CS1_7 NA38_ZZ ==> SANI_2 TACT_21" " 292826 #CONF: 0.9381088917009723"
"TACT_21 ==> CS1_7 NA38_ZZ SANI_2" " 292826 #CONF: 0.9318575988340085"
"CS1_7 ==> NA38_ZZ SANI_2 TACT_21" " 292826 #CONF: 0.9381088917009723"
"DIPL_15_Z INAT_11 NA38_ZZ ==> CS1_8" " 222620 #CONF: 1.0"
"CS1_8 DIPL_15_Z NA38_ZZ ==> INAT_11" " 222620 #CONF: 0.9198299335187151"
"CS1_8 DIPL_15_Z INAT_11 ==> NA38_ZZ" " 222620 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ ==> CS1_8 INAT_11" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z INAT_11 ==> CS1_8 NA38_ZZ" " 222620 #CONF: 1.0"
"CS1_8 DIPL_15_Z ==> INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z ==> CS1_8 INAT_11 NA38_ZZ" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z INAT_11 TACT_23 ==> CS1_8" " 222620 #CONF: 1.0"
"CS1_8 INAT_11 TACT_23 ==> DIPL_15_Z" " 222620 #CONF: 1.0"
"CS1_8 DIPL_15_Z TACT_23 ==> INAT_11" " 222620 #CONF: 0.9198299335187151"
"CS1_8 DIPL_15_Z INAT_11 ==> TACT_23" " 222620 #CONF: 1.0"
"INAT_11 TACT_23 ==> CS1_8 DIPL_15_Z" " 222620 #CONF: 1.0"
"DIPL_15_Z TACT_23 ==> CS1_8 INAT_11" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z INAT_11 ==> CS1_8 TACT_23" " 222620 #CONF: 1.0"
"CS1_8 TACT_23 ==> DIPL_15_Z INAT_11" " 222620 #CONF: 0.9198299335187151"
"CS1_8 DIPL_15_Z ==> INAT_11 TACT_23" " 222620 #CONF: 0.9198299335187151"
"TACT_23 ==> CS1_8 DIPL_15_Z INAT_11" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z ==> CS1_8 INAT_11 TACT_23" " 222620 #CONF: 0.9198299335187151"
"DIPL_15_Z NA38_ZZ SANI_2 ==> CS1_8" " 232308 #CONF: 1.0"
"CS1_8 DIPL_15_Z SANI_2 ==> NA38_ZZ" " 232308 #CONF: 1.0"
"CS1_8 DIPL_15_Z NA38_ZZ ==> SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z SANI_2 ==> CS1_8 NA38_ZZ" " 232308 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ ==> CS1_8 SANI_2" " 232308 #CONF: 0.9598591869367787"
"CS1_8 DIPL_15_Z ==> NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z ==> CS1_8 NA38_ZZ SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z NA38_ZZ TACT_23 ==> CS1_8" " 242023 #CONF: 1.0"
"CS1_8 NA38_ZZ TACT_23 ==> DIPL_15_Z" " 242023 #CONF: 1.0"
"CS1_8 DIPL_15_Z TACT_23 ==> NA38_ZZ" " 242023 #CONF: 1.0"
"CS1_8 DIPL_15_Z NA38_ZZ ==> TACT_23" " 242023 #CONF: 1.0"
"NA38_ZZ TACT_23 ==> CS1_8 DIPL_15_Z" " 242023 #CONF: 1.0"
"DIPL_15_Z TACT_23 ==> CS1_8 NA38_ZZ" " 242023 #CONF: 1.0"
"DIPL_15_Z NA38_ZZ ==> CS1_8 TACT_23" " 242023 #CONF: 1.0"
"CS1_8 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 242023 #CONF: 1.0"
"CS1_8 DIPL_15_Z ==> NA38_ZZ TACT_23" " 242023 #CONF: 1.0"
"TACT_23 ==> CS1_8 DIPL_15_Z NA38_ZZ" " 242023 #CONF: 1.0"
"DIPL_15_Z ==> CS1_8 NA38_ZZ TACT_23" " 242023 #CONF: 1.0"
"DIPL_15_Z SANI_2 TACT_23 ==> CS1_8" " 232308 #CONF: 1.0"
"CS1_8 SANI_2 TACT_23 ==> DIPL_15_Z" " 232308 #CONF: 1.0"
"CS1_8 DIPL_15_Z TACT_23 ==> SANI_2" " 232308 #CONF: 0.9598591869367787"
"CS1_8 DIPL_15_Z SANI_2 ==> TACT_23" " 232308 #CONF: 1.0"
"SANI_2 TACT_23 ==> CS1_8 DIPL_15_Z" " 232308 #CONF: 1.0"
"DIPL_15_Z TACT_23 ==> CS1_8 SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z SANI_2 ==> CS1_8 TACT_23" " 232308 #CONF: 1.0"
"CS1_8 TACT_23 ==> DIPL_15_Z SANI_2" " 232308 #CONF: 0.9598591869367787"
"CS1_8 DIPL_15_Z ==> SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"TACT_23 ==> CS1_8 DIPL_15_Z SANI_2" " 232308 #CONF: 0.9598591869367787"
"DIPL_15_Z ==> CS1_8 SANI_2 TACT_23" " 232308 #CONF: 0.9598591869367787"
"CS1_8 GARL_1 NA38_ZZ ==> INAT_11" " 265794 #CONF: 0.9112270645347084"
"CS1_8 GARL_1 INAT_11 ==> NA38_ZZ" " 265794 #CONF: 1.0"
"CS1_8 GARL_1 ==> INAT_11 NA38_ZZ" " 265794 #CONF: 0.9112270645347084"
"CS1_8 GARL_1 SANI_2 ==> INAT_11" " 260186 #CONF: 0.9150073499933182"
