itemset support
"ASCEN_2 MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1 COUPLE_2" " 152312 #CONF: 0.9992520960990907"
"ASCEN_2 COUPLE_2 MODV_11 NA38_ZZ STOCD_10 ==> CATL_1 SANI_2" " 152312 #CONF: 0.9828673201391264"
"ASCEN_2 CATL_1 MODV_11 NA38_ZZ STOCD_10 ==> COUPLE_2 SANI_2" " 152312 #CONF: 0.9821194828642358"
"MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> ASCEN_2 CATL_1 COUPLE_2" " 152312 #CONF: 0.9551257932625982"
"ASCEN_2 MODV_11 NA38_ZZ STOCD_10 ==> CATL_1 COUPLE_2 SANI_2" " 152312 #CONF: 0.9821194828642358"
"ASCEN_2 COUPLE_2 MODV_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1" " 160457 #CONF: 1.0"
"ASCEN_2 CATL_1 MODV_11 NA38_ZZ SANI_2 TACT_23 ==> COUPLE_2" " 160457 #CONF: 1.0"
"ASCEN_2 CATL_1 COUPLE_2 MODV_11 SANI_2 TACT_23 ==> NA38_ZZ" " 160457 #CONF: 1.0"
"ASCEN_2 CATL_1 COUPLE_2 MODV_11 NA38_ZZ TACT_23 ==> SANI_2" " 160457 #CONF: 0.9740842368539271"
"ASCEN_2 MODV_11 NA38_ZZ SANI_2 TACT_23 ==> CATL_1 COUPLE_2" " 160457 #CONF: 1.0"
"ASCEN_2 COUPLE_2 MODV_11 SANI_2 TACT_23 ==> CATL_1 NA38_ZZ" " 160457 #CONF: 1.0"
"ASCEN_2 COUPLE_2 MODV_11 NA38_ZZ TACT_23 ==> CATL_1 SANI_2" " 160457 #CONF: 0.9740842368539271"
"ASCEN_2 CATL_1 MODV_11 SANI_2 TACT_23 ==> COUPLE_2 NA38_ZZ" " 160457 #CONF: 1.0"
"ASCEN_2 CATL_1 MODV_11 NA38_ZZ TACT_23 ==> COUPLE_2 SANI_2" " 160457 #CONF: 0.9740842368539271"
"ASCEN_2 CATL_1 COUPLE_2 MODV_11 TACT_23 ==> NA38_ZZ SANI_2" " 160457 #CONF: 0.9740842368539271"
"ASCEN_2 MODV_11 SANI_2 TACT_23 ==> CATL_1 COUPLE_2 NA38_ZZ" " 160457 #CONF: 1.0"
"ASCEN_2 MODV_11 NA38_ZZ TACT_23 ==> CATL_1 COUPLE_2 SANI_2" " 160457 #CONF: 0.9740842368539271"
"ASCEN_2 COUPLE_2 MODV_11 TACT_23 ==> CATL_1 NA38_ZZ SANI_2" " 160457 #CONF: 0.9740842368539271"
"ASCEN_2 CATL_1 MODV_11 TACT_23 ==> COUPLE_2 NA38_ZZ SANI_2" " 160457 #CONF: 0.9740842368539271"
"ASCEN_2 MODV_11 TACT_23 ==> CATL_1 COUPLE_2 NA38_ZZ SANI_2" " 160457 #CONF: 0.9740842368539271"
"ASCEN_2 CS1_7 GARL_1 INAT_11 NA38_ZZ SANI_2 ==> CATL_1" " 175809 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 GARL_1 INAT_11 SANI_2 ==> NA38_ZZ" " 175809 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 GARL_1 INAT_11 NA38_ZZ ==> SANI_2" " 175809 #CONF: 0.979071878463192"
"ASCEN_2 CS1_7 GARL_1 INAT_11 SANI_2 ==> CATL_1 NA38_ZZ" " 175809 #CONF: 1.0"
"ASCEN_2 CS1_7 GARL_1 INAT_11 NA38_ZZ ==> CATL_1 SANI_2" " 175809 #CONF: 0.979071878463192"
"ASCEN_2 CATL_1 CS1_7 GARL_1 INAT_11 ==> NA38_ZZ SANI_2" " 175809 #CONF: 0.979071878463192"
"ASCEN_2 CS1_7 GARL_1 INAT_11 ==> CATL_1 NA38_ZZ SANI_2" " 175809 #CONF: 0.979071878463192"
"ASCEN_2 CS1_7 GARL_1 INAT_11 NA38_ZZ STOCD_10 ==> CATL_1" " 154842 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 GARL_1 INAT_11 STOCD_10 ==> NA38_ZZ" " 154842 #CONF: 1.0"
"ASCEN_2 CS1_7 GARL_1 INAT_11 STOCD_10 ==> CATL_1 NA38_ZZ" " 154842 #CONF: 1.0"
"ASCEN_2 CS1_7 GARL_1 INAT_11 NA38_ZZ TACT_21 ==> CATL_1" " 179567 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_1 INAT_11 NA38_ZZ TACT_21 ==> CS1_7" " 179567 #CONF: 0.9958903653748031"
"ASCEN_2 CATL_1 CS1_7 GARL_1 INAT_11 TACT_21 ==> NA38_ZZ" " 179567 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 GARL_1 INAT_11 NA38_ZZ ==> TACT_21" " 179567 #CONF: 1.0"
"ASCEN_2 GARL_1 INAT_11 NA38_ZZ TACT_21 ==> CATL_1 CS1_7" " 179567 #CONF: 0.9958903653748031"
"ASCEN_2 CS1_7 GARL_1 INAT_11 TACT_21 ==> CATL_1 NA38_ZZ" " 179567 #CONF: 1.0"
"ASCEN_2 CS1_7 GARL_1 INAT_11 NA38_ZZ ==> CATL_1 TACT_21" " 179567 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_1 INAT_11 TACT_21 ==> CS1_7 NA38_ZZ" " 179567 #CONF: 0.9958903653748031"
"ASCEN_2 CATL_1 CS1_7 GARL_1 INAT_11 ==> NA38_ZZ TACT_21" " 179567 #CONF: 1.0"
"ASCEN_2 GARL_1 INAT_11 TACT_21 ==> CATL_1 CS1_7 NA38_ZZ" " 179567 #CONF: 0.9958903653748031"
"ASCEN_2 CS1_7 GARL_1 INAT_11 ==> CATL_1 NA38_ZZ TACT_21" " 179567 #CONF: 1.0"
"ASCEN_2 CS1_7 GARL_1 INAT_11 SANI_2 STOCD_10 ==> CATL_1" " 151800 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 GARL_1 INAT_11 STOCD_10 ==> SANI_2" " 151800 #CONF: 0.9803541674739412"
"ASCEN_2 CS1_7 GARL_1 INAT_11 STOCD_10 ==> CATL_1 SANI_2" " 151800 #CONF: 0.9803541674739412"
"ASCEN_2 CS1_7 GARL_1 INAT_11 SANI_2 TACT_21 ==> CATL_1" " 175809 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_1 INAT_11 SANI_2 TACT_21 ==> CS1_7" " 175809 #CONF: 0.9959100667871366"
"ASCEN_2 CATL_1 CS1_7 GARL_1 INAT_11 TACT_21 ==> SANI_2" " 175809 #CONF: 0.979071878463192"
"ASCEN_2 CATL_1 CS1_7 GARL_1 INAT_11 SANI_2 ==> TACT_21" " 175809 #CONF: 1.0"
"ASCEN_2 GARL_1 INAT_11 SANI_2 TACT_21 ==> CATL_1 CS1_7" " 175809 #CONF: 0.9959100667871366"
"ASCEN_2 CS1_7 GARL_1 INAT_11 TACT_21 ==> CATL_1 SANI_2" " 175809 #CONF: 0.979071878463192"
"ASCEN_2 CS1_7 GARL_1 INAT_11 SANI_2 ==> CATL_1 TACT_21" " 175809 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_1 INAT_11 TACT_21 ==> CS1_7 SANI_2" " 175809 #CONF: 0.9750482507709031"
"ASCEN_2 CATL_1 CS1_7 GARL_1 INAT_11 ==> SANI_2 TACT_21" " 175809 #CONF: 0.979071878463192"
"ASCEN_2 GARL_1 INAT_11 TACT_21 ==> CATL_1 CS1_7 SANI_2" " 175809 #CONF: 0.9750482507709031"
"ASCEN_2 CS1_7 GARL_1 INAT_11 ==> CATL_1 SANI_2 TACT_21" " 175809 #CONF: 0.979071878463192"
"ASCEN_2 CS1_7 GARL_1 INAT_11 STOCD_10 TACT_21 ==> CATL_1" " 154842 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_1 INAT_11 STOCD_10 TACT_21 ==> CS1_7" " 154842 #CONF: 0.9959542294061272"
"ASCEN_2 CATL_1 CS1_7 GARL_1 INAT_11 STOCD_10 ==> TACT_21" " 154842 #CONF: 1.0"
"ASCEN_2 GARL_1 INAT_11 STOCD_10 TACT_21 ==> CATL_1 CS1_7" " 154842 #CONF: 0.9959542294061272"
"ASCEN_2 CS1_7 GARL_1 INAT_11 STOCD_10 ==> CATL_1 TACT_21" " 154842 #CONF: 1.0"
"ASCEN_2 CS1_7 GARL_1 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1" " 164217 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 GARL_1 SANI_2 STOCD_10 ==> NA38_ZZ" " 164217 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 GARL_1 NA38_ZZ STOCD_10 ==> SANI_2" " 164217 #CONF: 0.9794118173305739"
"ASCEN_2 CS1_7 GARL_1 SANI_2 STOCD_10 ==> CATL_1 NA38_ZZ" " 164217 #CONF: 1.0"
"ASCEN_2 CS1_7 GARL_1 NA38_ZZ STOCD_10 ==> CATL_1 SANI_2" " 164217 #CONF: 0.9794118173305739"
"ASCEN_2 CATL_1 CS1_7 GARL_1 STOCD_10 ==> NA38_ZZ SANI_2" " 164217 #CONF: 0.9794118173305739"
"ASCEN_2 CS1_7 GARL_1 STOCD_10 ==> CATL_1 NA38_ZZ SANI_2" " 164217 #CONF: 0.9794118173305739"
"ASCEN_2 CS1_7 GARL_1 NA38_ZZ SANI_2 TACT_21 ==> CATL_1" " 191981 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_1 NA38_ZZ SANI_2 TACT_21 ==> CS1_7" " 191981 #CONF: 0.9952203957429382"
"ASCEN_2 CATL_1 CS1_7 GARL_1 SANI_2 TACT_21 ==> NA38_ZZ" " 191981 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 GARL_1 NA38_ZZ TACT_21 ==> SANI_2" " 191981 #CONF: 0.9779879980845839"
"ASCEN_2 CATL_1 CS1_7 GARL_1 NA38_ZZ SANI_2 ==> TACT_21" " 191981 #CONF: 1.0"
"ASCEN_2 GARL_1 NA38_ZZ SANI_2 TACT_21 ==> CATL_1 CS1_7" " 191981 #CONF: 0.9952203957429382"
"ASCEN_2 CS1_7 GARL_1 SANI_2 TACT_21 ==> CATL_1 NA38_ZZ" " 191981 #CONF: 1.0"
"ASCEN_2 CS1_7 GARL_1 NA38_ZZ TACT_21 ==> CATL_1 SANI_2" " 191981 #CONF: 0.9779879980845839"
"ASCEN_2 CS1_7 GARL_1 NA38_ZZ SANI_2 ==> CATL_1 TACT_21" " 191981 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_1 SANI_2 TACT_21 ==> CS1_7 NA38_ZZ" " 191981 #CONF: 0.9952203957429382"
"ASCEN_2 CATL_1 GARL_1 NA38_ZZ TACT_21 ==> CS1_7 SANI_2" " 191981 #CONF: 0.9732975746268657"
"ASCEN_2 CATL_1 CS1_7 GARL_1 TACT_21 ==> NA38_ZZ SANI_2" " 191981 #CONF: 0.9779879980845839"
"ASCEN_2 CATL_1 CS1_7 GARL_1 SANI_2 ==> NA38_ZZ TACT_21" " 191981 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 GARL_1 NA38_ZZ ==> SANI_2 TACT_21" " 191981 #CONF: 0.9779879980845839"
"ASCEN_2 GARL_1 SANI_2 TACT_21 ==> CATL_1 CS1_7 NA38_ZZ" " 191981 #CONF: 0.9952203957429382"
"ASCEN_2 GARL_1 NA38_ZZ TACT_21 ==> CATL_1 CS1_7 SANI_2" " 191981 #CONF: 0.9732975746268657"
"ASCEN_2 CS1_7 GARL_1 TACT_21 ==> CATL_1 NA38_ZZ SANI_2" " 191981 #CONF: 0.9779879980845839"
"ASCEN_2 CS1_7 GARL_1 SANI_2 ==> CATL_1 NA38_ZZ TACT_21" " 191981 #CONF: 1.0"
"ASCEN_2 CS1_7 GARL_1 NA38_ZZ ==> CATL_1 SANI_2 TACT_21" " 191981 #CONF: 0.9779879980845839"
"ASCEN_2 CATL_1 GARL_1 TACT_21 ==> CS1_7 NA38_ZZ SANI_2" " 191981 #CONF: 0.9732975746268657"
"ASCEN_2 CATL_1 CS1_7 GARL_1 ==> NA38_ZZ SANI_2 TACT_21" " 191981 #CONF: 0.9779879980845839"
"ASCEN_2 GARL_1 TACT_21 ==> CATL_1 CS1_7 NA38_ZZ SANI_2" " 191981 #CONF: 0.9732975746268657"
"ASCEN_2 CS1_7 GARL_1 ==> CATL_1 NA38_ZZ SANI_2 TACT_21" " 191981 #CONF: 0.9779879980845839"
"ASCEN_2 CS1_7 GARL_1 NA38_ZZ STOCD_10 TACT_21 ==> CATL_1" " 167669 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_1 NA38_ZZ STOCD_10 TACT_21 ==> CS1_7" " 167669 #CONF: 0.9954404317341202"
"ASCEN_2 CATL_1 CS1_7 GARL_1 STOCD_10 TACT_21 ==> NA38_ZZ" " 167669 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 GARL_1 NA38_ZZ STOCD_10 ==> TACT_21" " 167669 #CONF: 1.0"
"ASCEN_2 GARL_1 NA38_ZZ STOCD_10 TACT_21 ==> CATL_1 CS1_7" " 167669 #CONF: 0.9954404317341202"
"ASCEN_2 CS1_7 GARL_1 STOCD_10 TACT_21 ==> CATL_1 NA38_ZZ" " 167669 #CONF: 1.0"
"ASCEN_2 CS1_7 GARL_1 NA38_ZZ STOCD_10 ==> CATL_1 TACT_21" " 167669 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_1 STOCD_10 TACT_21 ==> CS1_7 NA38_ZZ" " 167669 #CONF: 0.9954404317341202"
"ASCEN_2 CATL_1 CS1_7 GARL_1 STOCD_10 ==> NA38_ZZ TACT_21" " 167669 #CONF: 1.0"
"ASCEN_2 GARL_1 STOCD_10 TACT_21 ==> CATL_1 CS1_7 NA38_ZZ" " 167669 #CONF: 0.9954404317341202"
"ASCEN_2 CS1_7 GARL_1 STOCD_10 ==> CATL_1 NA38_ZZ TACT_21" " 167669 #CONF: 1.0"
"ASCEN_2 CS1_7 GARL_1 SANI_2 STOCD_10 TACT_21 ==> CATL_1" " 164217 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_1 SANI_2 STOCD_10 TACT_21 ==> CS1_7" " 164217 #CONF: 0.9954536361817818"
"ASCEN_2 CATL_1 CS1_7 GARL_1 STOCD_10 TACT_21 ==> SANI_2" " 164217 #CONF: 0.9794118173305739"
"ASCEN_2 CATL_1 CS1_7 GARL_1 SANI_2 STOCD_10 ==> TACT_21" " 164217 #CONF: 1.0"
"ASCEN_2 GARL_1 SANI_2 STOCD_10 TACT_21 ==> CATL_1 CS1_7" " 164217 #CONF: 0.9954536361817818"
"ASCEN_2 CS1_7 GARL_1 STOCD_10 TACT_21 ==> CATL_1 SANI_2" " 164217 #CONF: 0.9794118173305739"
"ASCEN_2 CS1_7 GARL_1 SANI_2 STOCD_10 ==> CATL_1 TACT_21" " 164217 #CONF: 1.0"
"ASCEN_2 CATL_1 GARL_1 STOCD_10 TACT_21 ==> CS1_7 SANI_2" " 164217 #CONF: 0.9749461222890458"
"ASCEN_2 CATL_1 CS1_7 GARL_1 STOCD_10 ==> SANI_2 TACT_21" " 164217 #CONF: 0.9794118173305739"
"ASCEN_2 GARL_1 STOCD_10 TACT_21 ==> CATL_1 CS1_7 SANI_2" " 164217 #CONF: 0.9749461222890458"
"ASCEN_2 CS1_7 GARL_1 STOCD_10 ==> CATL_1 SANI_2 TACT_21" " 164217 #CONF: 0.9794118173305739"
"ASCEN_2 CS1_7 INAT_11 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1" " 178819 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 INAT_11 SANI_2 STOCD_10 ==> NA38_ZZ" " 178819 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 INAT_11 NA38_ZZ STOCD_10 ==> SANI_2" " 178819 #CONF: 0.9754632685457432"
"ASCEN_2 CS1_7 INAT_11 SANI_2 STOCD_10 ==> CATL_1 NA38_ZZ" " 178819 #CONF: 1.0"
"ASCEN_2 CS1_7 INAT_11 NA38_ZZ STOCD_10 ==> CATL_1 SANI_2" " 178819 #CONF: 0.9754632685457432"
"ASCEN_2 CATL_1 CS1_7 INAT_11 STOCD_10 ==> NA38_ZZ SANI_2" " 178819 #CONF: 0.9754632685457432"
"ASCEN_2 CS1_7 INAT_11 STOCD_10 ==> CATL_1 NA38_ZZ SANI_2" " 178819 #CONF: 0.9754632685457432"
"ASCEN_2 CS1_7 INAT_11 NA38_ZZ SANI_2 TACT_21 ==> CATL_1" " 223093 #CONF: 1.0"
"ASCEN_2 CATL_1 INAT_11 NA38_ZZ SANI_2 TACT_21 ==> CS1_7" " 223093 #CONF: 0.9953998679302529"
"ASCEN_2 CATL_1 CS1_7 INAT_11 SANI_2 TACT_21 ==> NA38_ZZ" " 223093 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 INAT_11 NA38_ZZ TACT_21 ==> SANI_2" " 223093 #CONF: 0.9729221725061273"
"ASCEN_2 CATL_1 CS1_7 INAT_11 NA38_ZZ SANI_2 ==> TACT_21" " 223093 #CONF: 1.0"
"ASCEN_2 INAT_11 NA38_ZZ SANI_2 TACT_21 ==> CATL_1 CS1_7" " 223093 #CONF: 0.9953998679302529"
"ASCEN_2 CS1_7 INAT_11 SANI_2 TACT_21 ==> CATL_1 NA38_ZZ" " 223093 #CONF: 1.0"
"ASCEN_2 CS1_7 INAT_11 NA38_ZZ TACT_21 ==> CATL_1 SANI_2" " 223093 #CONF: 0.9729221725061273"
"ASCEN_2 CS1_7 INAT_11 NA38_ZZ SANI_2 ==> CATL_1 TACT_21" " 223093 #CONF: 1.0"
"ASCEN_2 CATL_1 INAT_11 SANI_2 TACT_21 ==> CS1_7 NA38_ZZ" " 223093 #CONF: 0.9953998679302529"
"ASCEN_2 CATL_1 INAT_11 NA38_ZZ TACT_21 ==> CS1_7 SANI_2" " 223093 #CONF: 0.9684242968828001"
"ASCEN_2 CATL_1 CS1_7 INAT_11 TACT_21 ==> NA38_ZZ SANI_2" " 223093 #CONF: 0.9729221725061273"
"ASCEN_2 CATL_1 CS1_7 INAT_11 SANI_2 ==> NA38_ZZ TACT_21" " 223093 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 INAT_11 NA38_ZZ ==> SANI_2 TACT_21" " 223093 #CONF: 0.9729221725061273"
"ASCEN_2 INAT_11 SANI_2 TACT_21 ==> CATL_1 CS1_7 NA38_ZZ" " 223093 #CONF: 0.9953998679302529"
"ASCEN_2 INAT_11 NA38_ZZ TACT_21 ==> CATL_1 CS1_7 SANI_2" " 223093 #CONF: 0.9684242968828001"
"ASCEN_2 CS1_7 INAT_11 TACT_21 ==> CATL_1 NA38_ZZ SANI_2" " 223093 #CONF: 0.9729221725061273"
"ASCEN_2 CS1_7 INAT_11 SANI_2 ==> CATL_1 NA38_ZZ TACT_21" " 223093 #CONF: 1.0"
"ASCEN_2 CS1_7 INAT_11 NA38_ZZ ==> CATL_1 SANI_2 TACT_21" " 223093 #CONF: 0.9729221725061273"
"ASCEN_2 CATL_1 INAT_11 TACT_21 ==> CS1_7 NA38_ZZ SANI_2" " 223093 #CONF: 0.9684242968828001"
"ASCEN_2 CATL_1 CS1_7 INAT_11 ==> NA38_ZZ SANI_2 TACT_21" " 223093 #CONF: 0.9729221725061273"
"ASCEN_2 INAT_11 TACT_21 ==> CATL_1 CS1_7 NA38_ZZ SANI_2" " 223093 #CONF: 0.9684242968828001"
"ASCEN_2 CS1_7 INAT_11 ==> CATL_1 NA38_ZZ SANI_2 TACT_21" " 223093 #CONF: 0.9729221725061273"
"ASCEN_2 CS1_7 INAT_11 NA38_ZZ STOCD_10 TACT_21 ==> CATL_1" " 183317 #CONF: 1.0"
"ASCEN_2 CATL_1 INAT_11 NA38_ZZ STOCD_10 TACT_21 ==> CS1_7" " 183317 #CONF: 0.9956603445653827"
"ASCEN_2 CATL_1 CS1_7 INAT_11 STOCD_10 TACT_21 ==> NA38_ZZ" " 183317 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 INAT_11 NA38_ZZ STOCD_10 ==> TACT_21" " 183317 #CONF: 1.0"
"ASCEN_2 INAT_11 NA38_ZZ STOCD_10 TACT_21 ==> CATL_1 CS1_7" " 183317 #CONF: 0.9956603445653827"
"ASCEN_2 CS1_7 INAT_11 STOCD_10 TACT_21 ==> CATL_1 NA38_ZZ" " 183317 #CONF: 1.0"
"ASCEN_2 CS1_7 INAT_11 NA38_ZZ STOCD_10 ==> CATL_1 TACT_21" " 183317 #CONF: 1.0"
"ASCEN_2 CATL_1 INAT_11 STOCD_10 TACT_21 ==> CS1_7 NA38_ZZ" " 183317 #CONF: 0.9956603445653827"
"ASCEN_2 CATL_1 CS1_7 INAT_11 STOCD_10 ==> NA38_ZZ TACT_21" " 183317 #CONF: 1.0"
"ASCEN_2 INAT_11 STOCD_10 TACT_21 ==> CATL_1 CS1_7 NA38_ZZ" " 183317 #CONF: 0.9956603445653827"
"ASCEN_2 CS1_7 INAT_11 STOCD_10 ==> CATL_1 NA38_ZZ TACT_21" " 183317 #CONF: 1.0"
"ASCEN_2 CS1_7 INAT_11 SANI_2 STOCD_10 TACT_21 ==> CATL_1" " 178819 #CONF: 1.0"
"ASCEN_2 CATL_1 INAT_11 SANI_2 STOCD_10 TACT_21 ==> CS1_7" " 178819 #CONF: 0.9956736230205573"
"ASCEN_2 CATL_1 CS1_7 INAT_11 STOCD_10 TACT_21 ==> SANI_2" " 178819 #CONF: 0.9754632685457432"
"ASCEN_2 CATL_1 CS1_7 INAT_11 SANI_2 STOCD_10 ==> TACT_21" " 178819 #CONF: 1.0"
"ASCEN_2 INAT_11 SANI_2 STOCD_10 TACT_21 ==> CATL_1 CS1_7" " 178819 #CONF: 0.9956736230205573"
"ASCEN_2 CS1_7 INAT_11 STOCD_10 TACT_21 ==> CATL_1 SANI_2" " 178819 #CONF: 0.9754632685457432"
"ASCEN_2 CS1_7 INAT_11 SANI_2 STOCD_10 ==> CATL_1 TACT_21" " 178819 #CONF: 1.0"
"ASCEN_2 CATL_1 INAT_11 STOCD_10 TACT_21 ==> CS1_7 SANI_2" " 178819 #CONF: 0.971230094071129"
"ASCEN_2 CATL_1 CS1_7 INAT_11 STOCD_10 ==> SANI_2 TACT_21" " 178819 #CONF: 0.9754632685457432"
"ASCEN_2 INAT_11 STOCD_10 TACT_21 ==> CATL_1 CS1_7 SANI_2" " 178819 #CONF: 0.971230094071129"
"ASCEN_2 CS1_7 INAT_11 STOCD_10 ==> CATL_1 SANI_2 TACT_21" " 178819 #CONF: 0.9754632685457432"
"ASCEN_2 CS1_7 NA38_ZZ NPERR_2 SANI_2 TACT_21 ==> CATL_1" " 151927 #CONF: 1.0"
"ASCEN_2 CATL_1 NA38_ZZ NPERR_2 SANI_2 TACT_21 ==> CS1_7" " 151927 #CONF: 0.9960205593507021"
"ASCEN_2 CATL_1 CS1_7 NPERR_2 SANI_2 TACT_21 ==> NA38_ZZ" " 151927 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 NA38_ZZ NPERR_2 TACT_21 ==> SANI_2" " 151927 #CONF: 0.9771984666049193"
"ASCEN_2 CATL_1 CS1_7 NA38_ZZ NPERR_2 SANI_2 ==> TACT_21" " 151927 #CONF: 1.0"
"ASCEN_2 NA38_ZZ NPERR_2 SANI_2 TACT_21 ==> CATL_1 CS1_7" " 151927 #CONF: 0.9960205593507021"
"ASCEN_2 CS1_7 NPERR_2 SANI_2 TACT_21 ==> CATL_1 NA38_ZZ" " 151927 #CONF: 1.0"
"ASCEN_2 CS1_7 NA38_ZZ NPERR_2 TACT_21 ==> CATL_1 SANI_2" " 151927 #CONF: 0.9771984666049193"
"ASCEN_2 CS1_7 NA38_ZZ NPERR_2 SANI_2 ==> CATL_1 TACT_21" " 151927 #CONF: 1.0"
"ASCEN_2 CATL_1 NPERR_2 SANI_2 TACT_21 ==> CS1_7 NA38_ZZ" " 151927 #CONF: 0.9960205593507021"
"ASCEN_2 CATL_1 NA38_ZZ NPERR_2 TACT_21 ==> CS1_7 SANI_2" " 151927 #CONF: 0.9732858414959928"
"ASCEN_2 CATL_1 CS1_7 NPERR_2 TACT_21 ==> NA38_ZZ SANI_2" " 151927 #CONF: 0.9771984666049193"
"ASCEN_2 CATL_1 CS1_7 NPERR_2 SANI_2 ==> NA38_ZZ TACT_21" " 151927 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 NA38_ZZ NPERR_2 ==> SANI_2 TACT_21" " 151927 #CONF: 0.9771984666049193"
"ASCEN_2 NPERR_2 SANI_2 TACT_21 ==> CATL_1 CS1_7 NA38_ZZ" " 151927 #CONF: 0.9960205593507021"
"ASCEN_2 NA38_ZZ NPERR_2 TACT_21 ==> CATL_1 CS1_7 SANI_2" " 151927 #CONF: 0.9732858414959928"
"ASCEN_2 CS1_7 NPERR_2 TACT_21 ==> CATL_1 NA38_ZZ SANI_2" " 151927 #CONF: 0.9771984666049193"
"ASCEN_2 CS1_7 NPERR_2 SANI_2 ==> CATL_1 NA38_ZZ TACT_21" " 151927 #CONF: 1.0"
"ASCEN_2 CS1_7 NA38_ZZ NPERR_2 ==> CATL_1 SANI_2 TACT_21" " 151927 #CONF: 0.9771984666049193"
"ASCEN_2 CATL_1 NPERR_2 TACT_21 ==> CS1_7 NA38_ZZ SANI_2" " 151927 #CONF: 0.9732858414959928"
"ASCEN_2 CATL_1 CS1_7 NPERR_2 ==> NA38_ZZ SANI_2 TACT_21" " 151927 #CONF: 0.9771984666049193"
"ASCEN_2 NPERR_2 TACT_21 ==> CATL_1 CS1_7 NA38_ZZ SANI_2" " 151927 #CONF: 0.9732858414959928"
"ASCEN_2 CS1_7 NPERR_2 ==> CATL_1 NA38_ZZ SANI_2 TACT_21" " 151927 #CONF: 0.9771984666049193"
"ASCEN_2 CS1_7 NA38_ZZ SANI_2 STOCD_10 TACT_21 ==> CATL_1" " 194277 #CONF: 1.0"
"ASCEN_2 CATL_1 NA38_ZZ SANI_2 STOCD_10 TACT_21 ==> CS1_7" " 194277 #CONF: 0.9950217414685862"
"ASCEN_2 CATL_1 CS1_7 SANI_2 STOCD_10 TACT_21 ==> NA38_ZZ" " 194277 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 NA38_ZZ STOCD_10 TACT_21 ==> SANI_2" " 194277 #CONF: 0.9744838586705724"
"ASCEN_2 CATL_1 CS1_7 NA38_ZZ SANI_2 STOCD_10 ==> TACT_21" " 194277 #CONF: 1.0"
"ASCEN_2 NA38_ZZ SANI_2 STOCD_10 TACT_21 ==> CATL_1 CS1_7" " 194277 #CONF: 0.9950217414685862"
"ASCEN_2 CS1_7 SANI_2 STOCD_10 TACT_21 ==> CATL_1 NA38_ZZ" " 194277 #CONF: 1.0"
"ASCEN_2 CS1_7 NA38_ZZ STOCD_10 TACT_21 ==> CATL_1 SANI_2" " 194277 #CONF: 0.9744838586705724"
"ASCEN_2 CS1_7 NA38_ZZ SANI_2 STOCD_10 ==> CATL_1 TACT_21" " 194277 #CONF: 1.0"
"ASCEN_2 CATL_1 SANI_2 STOCD_10 TACT_21 ==> CS1_7 NA38_ZZ" " 194277 #CONF: 0.9950217414685862"
"ASCEN_2 CATL_1 NA38_ZZ STOCD_10 TACT_21 ==> CS1_7 SANI_2" " 194277 #CONF: 0.9696251303883452"
"ASCEN_2 CATL_1 CS1_7 STOCD_10 TACT_21 ==> NA38_ZZ SANI_2" " 194277 #CONF: 0.9744838586705724"
"ASCEN_2 CATL_1 CS1_7 SANI_2 STOCD_10 ==> NA38_ZZ TACT_21" " 194277 #CONF: 1.0"
"ASCEN_2 CATL_1 CS1_7 NA38_ZZ STOCD_10 ==> SANI_2 TACT_21" " 194277 #CONF: 0.9744838586705724"
