itemset support
"DIPL_15_Z GARL_1 INAT_11 ==> NA38_ZZ TACT_23" " 153379 #CONF: 1.0"
"GARL_1 TACT_23 ==> DIPL_15_Z INAT_11 NA38_ZZ" " 153379 #CONF: 0.9522091918771768"
"DIPL_15_Z GARL_1 ==> INAT_11 NA38_ZZ TACT_23" " 153379 #CONF: 0.9522091918771768"
"GARL_1 INAT_11 SANI_2 TACT_23 ==> DIPL_15_Z" " 150309 #CONF: 1.0"
"DIPL_15_Z GARL_1 SANI_2 TACT_23 ==> INAT_11" " 150309 #CONF: 0.9548763753716362"
"DIPL_15_Z GARL_1 INAT_11 TACT_23 ==> SANI_2" " 150309 #CONF: 0.9799842220903774"
"DIPL_15_Z GARL_1 INAT_11 SANI_2 ==> TACT_23" " 150309 #CONF: 1.0"
"GARL_1 SANI_2 TACT_23 ==> DIPL_15_Z INAT_11" " 150309 #CONF: 0.9548763753716362"
"GARL_1 INAT_11 TACT_23 ==> DIPL_15_Z SANI_2" " 150309 #CONF: 0.9799842220903774"
"DIPL_15_Z GARL_1 SANI_2 ==> INAT_11 TACT_23" " 150309 #CONF: 0.9548763753716362"
"DIPL_15_Z GARL_1 INAT_11 ==> SANI_2 TACT_23" " 150309 #CONF: 0.9799842220903774"
"GARL_1 NA38_ZZ SANI_2 TACT_23 ==> DIPL_15_Z" " 157412 #CONF: 1.0"
"DIPL_15_Z GARL_1 SANI_2 TACT_23 ==> NA38_ZZ" " 157412 #CONF: 1.0"
"DIPL_15_Z GARL_1 NA38_ZZ TACT_23 ==> SANI_2" " 157412 #CONF: 0.9772469067588793"
"DIPL_15_Z GARL_1 NA38_ZZ SANI_2 ==> TACT_23" " 157412 #CONF: 1.0"
"GARL_1 SANI_2 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 157412 #CONF: 1.0"
"GARL_1 NA38_ZZ TACT_23 ==> DIPL_15_Z SANI_2" " 157412 #CONF: 0.9772469067588793"
"DIPL_15_Z GARL_1 TACT_23 ==> NA38_ZZ SANI_2" " 157412 #CONF: 0.9772469067588793"
"DIPL_15_Z GARL_1 SANI_2 ==> NA38_ZZ TACT_23" " 157412 #CONF: 1.0"
"DIPL_15_Z GARL_1 NA38_ZZ ==> SANI_2 TACT_23" " 157412 #CONF: 0.9772469067588793"
"GARL_1 TACT_23 ==> DIPL_15_Z NA38_ZZ SANI_2" " 157412 #CONF: 0.9772469067588793"
"DIPL_15_Z GARL_1 ==> NA38_ZZ SANI_2 TACT_23" " 157412 #CONF: 0.9772469067588793"
"DIPL_15_Z INAT_11 MODV_11 SANI_2 ==> NA38_ZZ" " 171884 #CONF: 1.0"
"DIPL_15_Z INAT_11 MODV_11 NA38_ZZ ==> SANI_2" " 171884 #CONF: 0.9734885169767508"
"DIPL_15_Z INAT_11 MODV_11 ==> NA38_ZZ SANI_2" " 171884 #CONF: 0.9734885169767508"
"INAT_11 MODV_11 NA38_ZZ TACT_23 ==> DIPL_15_Z" " 176565 #CONF: 1.0"
"DIPL_15_Z INAT_11 MODV_11 TACT_23 ==> NA38_ZZ" " 176565 #CONF: 1.0"
"DIPL_15_Z INAT_11 MODV_11 NA38_ZZ ==> TACT_23" " 176565 #CONF: 1.0"
"INAT_11 MODV_11 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 176565 #CONF: 1.0"
"DIPL_15_Z INAT_11 MODV_11 ==> NA38_ZZ TACT_23" " 176565 #CONF: 1.0"
"INAT_11 MODV_11 SANI_2 TACT_23 ==> DIPL_15_Z" " 171884 #CONF: 1.0"
"DIPL_15_Z INAT_11 MODV_11 TACT_23 ==> SANI_2" " 171884 #CONF: 0.9734885169767508"
"DIPL_15_Z INAT_11 MODV_11 SANI_2 ==> TACT_23" " 171884 #CONF: 1.0"
"INAT_11 MODV_11 TACT_23 ==> DIPL_15_Z SANI_2" " 171884 #CONF: 0.9734885169767508"
"DIPL_15_Z INAT_11 MODV_11 ==> SANI_2 TACT_23" " 171884 #CONF: 0.9734885169767508"
"INAT_11 NA38_ZZ SANI_2 TACT_23 ==> DIPL_15_Z" " 214719 #CONF: 1.0"
"DIPL_15_Z INAT_11 SANI_2 TACT_23 ==> NA38_ZZ" " 214719 #CONF: 1.0"
"DIPL_15_Z INAT_11 NA38_ZZ TACT_23 ==> SANI_2" " 214719 #CONF: 0.9645090288383793"
"DIPL_15_Z INAT_11 NA38_ZZ SANI_2 ==> TACT_23" " 214719 #CONF: 1.0"
"INAT_11 SANI_2 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 214719 #CONF: 1.0"
"INAT_11 NA38_ZZ TACT_23 ==> DIPL_15_Z SANI_2" " 214719 #CONF: 0.9645090288383793"
"DIPL_15_Z INAT_11 TACT_23 ==> NA38_ZZ SANI_2" " 214719 #CONF: 0.9645090288383793"
"DIPL_15_Z INAT_11 SANI_2 ==> NA38_ZZ TACT_23" " 214719 #CONF: 1.0"
"DIPL_15_Z INAT_11 NA38_ZZ ==> SANI_2 TACT_23" " 214719 #CONF: 0.9645090288383793"
"INAT_11 TACT_23 ==> DIPL_15_Z NA38_ZZ SANI_2" " 214719 #CONF: 0.9645090288383793"
"DIPL_15_Z INAT_11 ==> NA38_ZZ SANI_2 TACT_23" " 214719 #CONF: 0.9645090288383793"
"MODV_11 NA38_ZZ SANI_2 TACT_23 ==> DIPL_15_Z" " 184887 #CONF: 1.0"
"DIPL_15_Z MODV_11 SANI_2 TACT_23 ==> NA38_ZZ" " 184887 #CONF: 1.0"
"DIPL_15_Z MODV_11 NA38_ZZ TACT_23 ==> SANI_2" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_Z MODV_11 NA38_ZZ SANI_2 ==> TACT_23" " 184887 #CONF: 1.0"
"MODV_11 SANI_2 TACT_23 ==> DIPL_15_Z NA38_ZZ" " 184887 #CONF: 1.0"
"MODV_11 NA38_ZZ TACT_23 ==> DIPL_15_Z SANI_2" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_Z MODV_11 TACT_23 ==> NA38_ZZ SANI_2" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_Z MODV_11 SANI_2 ==> NA38_ZZ TACT_23" " 184887 #CONF: 1.0"
"DIPL_15_Z MODV_11 NA38_ZZ ==> SANI_2 TACT_23" " 184887 #CONF: 0.9694463961743763"
"MODV_11 TACT_23 ==> DIPL_15_Z NA38_ZZ SANI_2" " 184887 #CONF: 0.9694463961743763"
"DIPL_15_Z MODV_11 ==> NA38_ZZ SANI_2 TACT_23" " 184887 #CONF: 0.9694463961743763"
"GARL_1 MODV_11 NA38_ZZ SANI_2 ==> INAT_11" " 182997 #CONF: 0.9508115803474936"
"GARL_1 INAT_11 MODV_11 NA38_ZZ ==> SANI_2" " 182997 #CONF: 0.9810277908821889"
"GARL_1 INAT_11 MODV_32 STOCD_10 ==> SANI_2" " 154741 #CONF: 0.9884509003570767"
"GARL_1 INAT_11 MODV_32 TACT_11 ==> SANI_2" " 169546 #CONF: 0.9874548631333722"
"GARL_1 INAT_11 MODV_40 SANI_2 ==> NPERR_2" " 197879 #CONF: 0.9770644466828623"
"GARL_1 INAT_11 MODV_40 NPERR_2 ==> SANI_2" " 197879 #CONF: 0.9834744836086757"
"GARL_1 INAT_11 MODV_40 ==> NPERR_2 SANI_2" " 197879 #CONF: 0.9607875506785463"
"GARL_1 INAT_11 MODV_40 STOCD_10 ==> NPERR_2" " 169679 #CONF: 0.9768283977340764"
"GARL_1 INAT_11 MODV_40 STOCD_10 ==> SANI_2" " 171076 #CONF: 0.9848708147192926"
"GARL_1 INAT_11 NA38_ZZ NPERR_2 ==> SANI_2" " 169888 #CONF: 0.9812458486152424"
"GARL_1 INAT_11 NA38_ZZ SEXE_1 ==> SANI_2" " 235026 #CONF: 0.9782804149115066"
"GARL_1 INAT_11 NA38_ZZ SEXE_2 ==> SANI_2" " 265232 #CONF: 0.9792723540314422"
"GARL_1 INAT_11 NA38_ZZ STOCD_10 ==> SANI_2" " 346881 #CONF: 0.98216212083889"
"GARL_1 INAT_11 SANI_2 TACT_21 ==> NA38_ZZ" " 200944 #CONF: 1.0"
"GARL_1 INAT_11 NA38_ZZ TACT_21 ==> SANI_2" " 200944 #CONF: 0.9797271601447085"
"GARL_1 INAT_11 TACT_21 ==> NA38_ZZ SANI_2" " 200944 #CONF: 0.9797271601447085"
"GARL_1 NA38_ZZ SANI_2 TACT_23 ==> INAT_11" " 150309 #CONF: 0.9548763753716362"
"GARL_1 INAT_11 SANI_2 TACT_23 ==> NA38_ZZ" " 150309 #CONF: 1.0"
"GARL_1 INAT_11 NA38_ZZ TACT_23 ==> SANI_2" " 150309 #CONF: 0.9799842220903774"
"GARL_1 SANI_2 TACT_23 ==> INAT_11 NA38_ZZ" " 150309 #CONF: 0.9548763753716362"
"GARL_1 INAT_11 TACT_23 ==> NA38_ZZ SANI_2" " 150309 #CONF: 0.9799842220903774"
"GARL_1 INAT_11 STOCD_10 TACT_21 ==> NA38_ZZ" " 169810 #CONF: 1.0"
"GARL_1 INAT_11 NBPI_5 STOCD_10 ==> SANI_2" " 193603 #CONF: 0.9858690892055119"
"GARL_1 INAT_11 NPERR_2 STOCD_10 ==> SANI_2" " 204589 #CONF: 0.9837002774318561"
"GARL_1 INAT_11 SEXE_1 STOCD_10 ==> SANI_2" " 295915 #CONF: 0.9833219244086743"
"GARL_1 INAT_11 SEXE_1 TACT_11 ==> SANI_2" " 193878 #CONF: 0.981715437315496"
"GARL_1 INAT_11 SEXE_2 STOCD_10 ==> SANI_2" " 305312 #CONF: 0.9845026731760169"
"GARL_1 INAT_11 SEXE_2 TACT_11 ==> SANI_2" " 181583 #CONF: 0.9851775493041803"
"GARL_1 INAT_11 STOCD_10 SURF_5 ==> SANI_2" " 147949 #CONF: 0.9807039639400769"
"GARL_1 INAT_11 STOCD_10 SURF_6 ==> SANI_2" " 158810 #CONF: 0.985754632072251"
"GARL_1 INAT_11 STOCD_10 SURF_7 ==> SANI_2" " 228035 #CONF: 0.9907113345179496"
"GARL_1 INAT_11 STOCD_10 TACT_11 ==> SANI_2" " 254346 #CONF: 0.9863303744895704"
"GARL_1 INAT_11 STOCD_10 TACT_21 ==> SANI_2" " 166557 #CONF: 0.9808432954478535"
"GARL_1 MODV_40 NA38_ZZ SANI_2 ==> NPERR_2" " 151943 #CONF: 0.9764974293059125"
"GARL_1 MODV_40 NA38_ZZ NPERR_2 ==> SANI_2" " 151943 #CONF: 0.9815883147170738"
"GARL_1 MODV_40 NA38_ZZ ==> NPERR_2 SANI_2" " 151943 #CONF: 0.9583286029643645"
"GARL_1 MODV_40 SANI_2 STOCD_10 ==> NPERR_2" " 181351 #CONF: 0.9739738019409551"
"GARL_1 MODV_40 NPERR_2 STOCD_10 ==> SANI_2" " 181351 #CONF: 0.9836786721631591"
"GARL_1 MODV_40 STOCD_10 ==> NPERR_2 SANI_2" " 181351 #CONF: 0.9579629072046232"
"GARL_1 NA38_ZZ SEXE_1 STOCD_10 ==> SANI_2" " 175495 #CONF: 0.9805175939479948"
"GARL_1 NA38_ZZ SEXE_2 STOCD_10 ==> SANI_2" " 198340 #CONF: 0.9806577932480273"
"GARL_1 SANI_2 STOCD_10 TACT_21 ==> NA38_ZZ" " 180083 #CONF: 1.0"
"GARL_1 NA38_ZZ STOCD_10 TACT_21 ==> SANI_2" " 180083 #CONF: 0.9799208806516735"
"GARL_1 STOCD_10 TACT_21 ==> NA38_ZZ SANI_2" " 180083 #CONF: 0.9799208806516735"
"MODV_11 NA38_ZZ SANI_2 STOCD_10 ==> INAT_11" " 153741 #CONF: 0.9640868387388065"
"INAT_11 MODV_11 NA38_ZZ STOCD_10 ==> SANI_2" " 153741 #CONF: 0.9833508161490048"
"INAT_11 MODV_11 SANI_2 TACT_23 ==> NA38_ZZ" " 171884 #CONF: 1.0"
"INAT_11 MODV_11 NA38_ZZ TACT_23 ==> SANI_2" " 171884 #CONF: 0.9734885169767508"
"INAT_11 MODV_11 TACT_23 ==> NA38_ZZ SANI_2" " 171884 #CONF: 0.9734885169767508"
"INAT_11 MODV_32 STOCD_10 TACT_11 ==> SANI_2" " 152949 #CONF: 0.9881064668260223"
"INAT_11 MODV_40 NA38_ZZ SANI_2 ==> NPERR_2" " 165579 #CONF: 0.9795603251416874"
"INAT_11 MODV_40 NA38_ZZ NPERR_2 ==> SANI_2" " 165579 #CONF: 0.9795255560814009"
"INAT_11 MODV_40 NA38_ZZ ==> NPERR_2 SANI_2" " 165579 #CONF: 0.9593221320973349"
"INAT_11 MODV_40 SANI_2 STOCD_10 ==> NPERR_2" " 191468 #CONF: 0.9763495252567489"
"INAT_11 MODV_40 NPERR_2 STOCD_10 ==> SANI_2" " 191468 #CONF: 0.9823153682374368"
"INAT_11 MODV_40 STOCD_10 ==> NPERR_2 SANI_2" " 191468 #CONF: 0.9589654464317018"
"INAT_11 NA38_ZZ NPERR_2 STOCD_10 ==> SANI_2" " 153624 #CONF: 0.9794513124254847"
"INAT_11 NPERR_2 SANI_2 TACT_21 ==> NA38_ZZ" " 155135 #CONF: 1.0"
"INAT_11 NA38_ZZ NPERR_2 TACT_21 ==> SANI_2" " 155135 #CONF: 0.9789858959391664"
"INAT_11 NPERR_2 TACT_21 ==> NA38_ZZ SANI_2" " 155135 #CONF: 0.9789858959391664"
"INAT_11 NA38_ZZ SEXE_1 STOCD_10 ==> SANI_2" " 194066 #CONF: 0.9778398097387939"
"INAT_11 NA38_ZZ SEXE_2 STOCD_10 ==> SANI_2" " 220880 #CONF: 0.9783494560788065"
"INAT_11 SANI_2 STOCD_10 TACT_21 ==> NA38_ZZ" " 196480 #CONF: 1.0"
"INAT_11 NA38_ZZ STOCD_10 TACT_21 ==> SANI_2" " 196480 #CONF: 0.9762108233797723"
"INAT_11 STOCD_10 TACT_21 ==> NA38_ZZ SANI_2" " 196480 #CONF: 0.9762108233797723"
"INAT_11 SEXE_1 STOCD_10 TACT_11 ==> SANI_2" " 157487 #CONF: 0.9824271384369697"
"MODV_40 NA38_ZZ SANI_2 STOCD_10 ==> NPERR_2" " 147603 #CONF: 0.9759779417598984"
"MODV_40 NA38_ZZ NPERR_2 STOCD_10 ==> SANI_2" " 147603 #CONF: 0.9804446451938598"
"MODV_40 NA38_ZZ STOCD_10 ==> NPERR_2 SANI_2" " 147603 #CONF: 0.9567215452424164"
"MODV_40 NPERR_2 SANI_2 TACT_21 ==> NA38_ZZ" " 158350 #CONF: 1.0"
"MODV_40 NA38_ZZ SANI_2 TACT_21 ==> NPERR_2" " 158350 #CONF: 0.9782299813435141"
"MODV_40 NA38_ZZ NPERR_2 TACT_21 ==> SANI_2" " 158350 #CONF: 0.9788891292924922"
"MODV_40 SANI_2 TACT_21 ==> NA38_ZZ NPERR_2" " 158350 #CONF: 0.9782299813435141"
"MODV_40 NPERR_2 TACT_21 ==> NA38_ZZ SANI_2" " 158350 #CONF: 0.9788891292924922"
"MODV_40 NA38_ZZ TACT_21 ==> NPERR_2 SANI_2" " 158350 #CONF: 0.9574918369814972"
"MODV_40 TACT_21 ==> NA38_ZZ NPERR_2 SANI_2" " 158350 #CONF: 0.9574918369814972"
"AGER20_54 ASCEN_2 COUPLE_1 INAT_11 SANI_2 ==> CATL_1" " 154324 #CONF: 1.0"
"AGER20_54 ASCEN_2 CATL_1 COUPLE_1 INAT_11 ==> SANI_2" " 154324 #CONF: 0.9815799516600942"
"AGER20_54 ASCEN_2 COUPLE_1 INAT_11 ==> CATL_1 SANI_2" " 154324 #CONF: 0.9815799516600942"
"AGER20_54 ASCEN_2 COUPLE_1 SANI_2 TACT_11 ==> CATL_1" " 151285 #CONF: 1.0"
"AGER20_54 ASCEN_2 CATL_1 COUPLE_1 TACT_11 ==> SANI_2" " 151285 #CONF: 0.9797870549071928"
"AGER20_54 ASCEN_2 COUPLE_1 TACT_11 ==> CATL_1 SANI_2" " 151285 #CONF: 0.9797870549071928"
"AGER20_54 ASCEN_2 GARL_1 INAT_11 SANI_2 ==> CATL_1" " 161057 #CONF: 1.0"
"AGER20_54 ASCEN_2 CATL_1 GARL_1 INAT_11 ==> SANI_2" " 161057 #CONF: 0.9823184268950206"
"AGER20_54 ASCEN_2 GARL_1 INAT_11 ==> CATL_1 SANI_2" " 161057 #CONF: 0.9823184268950206"
"AGER20_54 ASCEN_2 GARL_1 SANI_2 TACT_11 ==> CATL_1" " 154844 #CONF: 1.0"
"AGER20_54 ASCEN_2 CATL_1 GARL_1 TACT_11 ==> SANI_2" " 154844 #CONF: 0.9811928116999975"
"AGER20_54 ASCEN_2 GARL_1 TACT_11 ==> CATL_1 SANI_2" " 154844 #CONF: 0.9811928116999975"
"AGER20_54 ASCEN_2 INAT_11 SANI_2 TACT_11 ==> CATL_1" " 177576 #CONF: 1.0"
"AGER20_54 ASCEN_2 CATL_1 INAT_11 TACT_11 ==> SANI_2" " 177576 #CONF: 0.9795837309752479"
"AGER20_54 ASCEN_2 INAT_11 TACT_11 ==> CATL_1 SANI_2" " 177576 #CONF: 0.9795837309752479"
"AGER20_54 GARL_1 INAT_11 SANI_2 TACT_11 ==> CATL_1" " 152863 #CONF: 1.0"
"AGER20_54 CATL_1 GARL_1 INAT_11 TACT_11 ==> SANI_2" " 152863 #CONF: 0.9835857773430965"
"AGER20_54 GARL_1 INAT_11 TACT_11 ==> CATL_1 SANI_2" " 152863 #CONF: 0.9835857773430965"
"AGER20_79 CS1_7 INAT_11 NA38_ZZ TACT_21 ==> CATL_1" " 147747 #CONF: 0.9860778333210974"
"AGER20_79 CATL_1 INAT_11 NA38_ZZ TACT_21 ==> CS1_7" " 147747 #CONF: 0.9965331408799347"
"AGER20_79 CATL_1 CS1_7 INAT_11 TACT_21 ==> NA38_ZZ" " 147747 #CONF: 1.0"
"AGER20_79 CATL_1 CS1_7 INAT_11 NA38_ZZ ==> TACT_21" " 147747 #CONF: 1.0"
"AGER20_79 INAT_11 NA38_ZZ TACT_21 ==> CATL_1 CS1_7" " 147747 #CONF: 0.9823799676855256"
"AGER20_79 CS1_7 INAT_11 TACT_21 ==> CATL_1 NA38_ZZ" " 147747 #CONF: 0.9860778333210974"
"AGER20_79 CS1_7 INAT_11 NA38_ZZ ==> CATL_1 TACT_21" " 147747 #CONF: 0.9860778333210974"
"AGER20_79 CATL_1 INAT_11 TACT_21 ==> CS1_7 NA38_ZZ" " 147747 #CONF: 0.9965331408799347"
"AGER20_79 CATL_1 INAT_11 NA38_ZZ ==> CS1_7 TACT_21" " 147747 #CONF: 0.9641228098796045"
"AGER20_79 CATL_1 CS1_7 INAT_11 ==> NA38_ZZ TACT_21" " 147747 #CONF: 1.0"
"AGER20_79 INAT_11 TACT_21 ==> CATL_1 CS1_7 NA38_ZZ" " 147747 #CONF: 0.9823799676855256"
"AGER20_79 CS1_7 INAT_11 ==> CATL_1 NA38_ZZ TACT_21" " 147747 #CONF: 0.9860778333210974"
"AGER20_79 CS1_7 NA38_ZZ SANI_2 TACT_21 ==> CATL_1" " 162988 #CONF: 1.0"
"AGER20_79 CATL_1 NA38_ZZ SANI_2 TACT_21 ==> CS1_7" " 162988 #CONF: 0.9948362366785893"
"AGER20_79 CATL_1 CS1_7 SANI_2 TACT_21 ==> NA38_ZZ" " 162988 #CONF: 1.0"
"AGER20_79 CATL_1 CS1_7 NA38_ZZ TACT_21 ==> SANI_2" " 162988 #CONF: 0.974179357831066"
"AGER20_79 CATL_1 CS1_7 NA38_ZZ SANI_2 ==> TACT_21" " 162988 #CONF: 1.0"
"AGER20_79 NA38_ZZ SANI_2 TACT_21 ==> CATL_1 CS1_7" " 162988 #CONF: 0.9948362366785893"
"AGER20_79 CS1_7 SANI_2 TACT_21 ==> CATL_1 NA38_ZZ" " 162988 #CONF: 1.0"
"AGER20_79 CS1_7 NA38_ZZ TACT_21 ==> CATL_1 SANI_2" " 162988 #CONF: 0.9601140440271207"
"AGER20_79 CS1_7 NA38_ZZ SANI_2 ==> CATL_1 TACT_21" " 162988 #CONF: 1.0"
"AGER20_79 CATL_1 SANI_2 TACT_21 ==> CS1_7 NA38_ZZ" " 162988 #CONF: 0.9948362366785893"
"AGER20_79 CATL_1 NA38_ZZ TACT_21 ==> CS1_7 SANI_2" " 162988 #CONF: 0.9690995035229063"
"AGER20_79 CATL_1 NA38_ZZ SANI_2 ==> CS1_7 TACT_21" " 162988 #CONF: 0.9537095009332998"
"AGER20_79 CATL_1 CS1_7 TACT_21 ==> NA38_ZZ SANI_2" " 162988 #CONF: 0.974179357831066"
"AGER20_79 CATL_1 CS1_7 SANI_2 ==> NA38_ZZ TACT_21" " 162988 #CONF: 1.0"
"AGER20_79 CATL_1 CS1_7 NA38_ZZ ==> SANI_2 TACT_21" " 162988 #CONF: 0.974179357831066"
"AGER20_79 SANI_2 TACT_21 ==> CATL_1 CS1_7 NA38_ZZ" " 162988 #CONF: 0.9948362366785893"
"AGER20_79 NA38_ZZ TACT_21 ==> CATL_1 CS1_7 SANI_2" " 162988 #CONF: 0.9548828571261183"
"AGER20_79 NA38_ZZ SANI_2 ==> CATL_1 CS1_7 TACT_21" " 162988 #CONF: 0.9537095009332998"
"AGER20_79 CS1_7 TACT_21 ==> CATL_1 NA38_ZZ SANI_2" " 162988 #CONF: 0.9601140440271207"
"AGER20_79 CS1_7 SANI_2 ==> CATL_1 NA38_ZZ TACT_21" " 162988 #CONF: 1.0"
"AGER20_79 CS1_7 NA38_ZZ ==> CATL_1 SANI_2 TACT_21" " 162988 #CONF: 0.9601140440271207"
"AGER20_79 CATL_1 TACT_21 ==> CS1_7 NA38_ZZ SANI_2" " 162988 #CONF: 0.9690995035229063"
"AGER20_79 CATL_1 CS1_7 ==> NA38_ZZ SANI_2 TACT_21" " 162988 #CONF: 0.974179357831066"
"AGER20_79 TACT_21 ==> CATL_1 CS1_7 NA38_ZZ SANI_2" " 162988 #CONF: 0.9548828571261183"
"AGER20_79 CS1_7 ==> CATL_1 NA38_ZZ SANI_2 TACT_21" " 162988 #CONF: 0.9601140440271207"
"ASCEN_2 CMBL_2 COUPLE_1 GARL_1 INAT_11 ==> CATL_1" " 163792 #CONF: 1.0"
"ASCEN_2 CMBL_2 COUPLE_1 GARL_1 SANI_2 ==> CATL_1" " 187140 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 COUPLE_1 GARL_1 ==> SANI_2" " 187140 #CONF: 0.980971850919956"
"ASCEN_2 CMBL_2 COUPLE_1 GARL_1 ==> CATL_1 SANI_2" " 187140 #CONF: 0.980971850919956"
"ASCEN_2 CMBL_2 COUPLE_1 INAT_11 SANI_2 ==> CATL_1" " 213525 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 COUPLE_1 INAT_11 ==> SANI_2" " 213525 #CONF: 0.9805159619411484"
"ASCEN_2 CMBL_2 COUPLE_1 INAT_11 ==> CATL_1 SANI_2" " 213525 #CONF: 0.9805159619411484"
"ASCEN_2 CMBL_2 COUPLE_1 SANI_2 STOCD_10 ==> CATL_1" " 158833 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 COUPLE_1 STOCD_10 ==> SANI_2" " 158833 #CONF: 0.9823850668909767"
"ASCEN_2 CMBL_2 COUPLE_1 STOCD_10 ==> CATL_1 SANI_2" " 158833 #CONF: 0.9823850668909767"
"ASCEN_2 CMBL_2 COUPLE_2 CS1_8 NA38_ZZ ==> CATL_1" " 156982 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 COUPLE_2 CS1_8 ==> NA38_ZZ" " 156982 #CONF: 1.0"
"ASCEN_2 CMBL_2 COUPLE_2 CS1_8 ==> CATL_1 NA38_ZZ" " 156982 #CONF: 1.0"
"ASCEN_2 CMBL_2 COUPLE_2 CS1_8 SANI_2 ==> CATL_1" " 152039 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 COUPLE_2 CS1_8 ==> SANI_2" " 152039 #CONF: 0.9685123135136513"
"ASCEN_2 CMBL_2 COUPLE_2 CS1_8 ==> CATL_1 SANI_2" " 152039 #CONF: 0.9685123135136513"
"ASCEN_2 CMBL_2 COUPLE_2 GARL_1 INAT_11 ==> CATL_1" " 158005 #CONF: 1.0"
"ASCEN_2 CMBL_2 COUPLE_2 GARL_1 SANI_2 ==> CATL_1" " 165839 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 COUPLE_2 GARL_1 ==> SANI_2" " 165839 #CONF: 0.976701316293177"
"ASCEN_2 CMBL_2 COUPLE_2 GARL_1 ==> CATL_1 SANI_2" " 165839 #CONF: 0.976701316293177"
"ASCEN_2 CMBL_2 COUPLE_2 INAT_11 NA38_ZZ ==> CATL_1" " 195248 #CONF: 1.0"
"ASCEN_2 CMBL_2 COUPLE_2 INAT_11 SANI_2 ==> CATL_1" " 252884 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 COUPLE_2 INAT_11 ==> SANI_2" " 252884 #CONF: 0.9713605285396021"
"ASCEN_2 CMBL_2 COUPLE_2 INAT_11 ==> CATL_1 SANI_2" " 252884 #CONF: 0.9713605285396021"
"ASCEN_2 CMBL_2 COUPLE_2 NA38_ZZ SANI_2 ==> CATL_1" " 209009 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 COUPLE_2 NA38_ZZ ==> SANI_2" " 209009 #CONF: 0.9672222942080225"
"ASCEN_2 CMBL_2 COUPLE_2 NA38_ZZ ==> CATL_1 SANI_2" " 209009 #CONF: 0.9672222942080225"
"ASCEN_2 CMBL_2 COUPLE_2 SANI_2 SEXE_2 ==> CATL_1" " 150247 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 COUPLE_2 SEXE_2 ==> SANI_2" " 150247 #CONF: 0.9699925756157397"
"ASCEN_2 CMBL_2 COUPLE_2 SEXE_2 ==> CATL_1 SANI_2" " 150247 #CONF: 0.9699925756157397"
"ASCEN_2 CMBL_2 CS1_8 INAT_11 NA38_ZZ ==> CATL_1" " 160195 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 CS1_8 INAT_11 ==> NA38_ZZ" " 160195 #CONF: 1.0"
"ASCEN_2 CMBL_2 CS1_8 INAT_11 ==> CATL_1 NA38_ZZ" " 160195 #CONF: 1.0"
"ASCEN_2 CMBL_2 CS1_8 INAT_11 SANI_2 ==> CATL_1" " 155698 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 CS1_8 INAT_11 ==> SANI_2" " 155698 #CONF: 0.9719279627953432"
"ASCEN_2 CMBL_2 CS1_8 INAT_11 ==> CATL_1 SANI_2" " 155698 #CONF: 0.9719279627953432"
"ASCEN_2 CMBL_2 CS1_8 NA38_ZZ SANI_2 ==> CATL_1" " 177760 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 CS1_8 SANI_2 ==> NA38_ZZ" " 177760 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 CS1_8 NA38_ZZ ==> SANI_2" " 177760 #CONF: 0.9670277063012387"
"ASCEN_2 CMBL_2 CS1_8 SANI_2 ==> CATL_1 NA38_ZZ" " 177760 #CONF: 1.0"
"ASCEN_2 CMBL_2 CS1_8 NA38_ZZ ==> CATL_1 SANI_2" " 177760 #CONF: 0.9670277063012387"
"ASCEN_2 CATL_1 CMBL_2 CS1_8 ==> NA38_ZZ SANI_2" " 177760 #CONF: 0.9670277063012387"
"ASCEN_2 CMBL_2 CS1_8 ==> CATL_1 NA38_ZZ SANI_2" " 177760 #CONF: 0.9670277063012387"
"ASCEN_2 CMBL_2 GARL_1 INAT_11 NA38_ZZ ==> CATL_1" " 186548 #CONF: 1.0"
"ASCEN_2 CMBL_2 GARL_1 INAT_11 SANI_2 ==> CATL_1" " 315911 #CONF: 1.0"
"ASCEN_2 CATL_1 CMBL_2 GARL_1 INAT_11 ==> SANI_2" " 315911 #CONF: 0.981708965590108"
